p_score,p_acat,p_snp,p_pheWAS_mega_acat,p_pheWAS_mega_acat_p,p_pheWAS_meta_acat,p_pheWAS_meta_acat_p,p_asset_meta,p_oracle,p_oracle_uncorrelated,p_pheWAS_mega,p_pheWAS_meta,alpha,n_sims,num_sites,total_subjects,max_site,q,q_bin,q_con,intercept_only,flip_y,rm_gender,na_freq,maf,prevalence,num_pca,n_true_con,max_beta_con,direction_con,n_true_bin,max_beta_bin,direction_bin,beta_con,beta_bin,n_k,q_k,empirical_prev,no_case_rate
0.048,0.052,0.053,0.054,0.051,0.052,0.0505,NA,0.05,0.049,0.0485,0.0525,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.01,Same -- Positive,1,0.01,Same -- Positive,0.01/0/0/0,0.01/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31798385,0
0.062,0.057,0.0685,0.0695,0.0575,0.0675,0.06,NA,0.0835,0.083,0.053,0.053,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.03615384615384615,Same -- Positive,1,0.03615384615384615,Same -- Positive,0.0361538461538462/0/0/0,0.0361538461538462/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318056775,0
0.999,0.9985,0.999,0.999,0.9985,0.999,0.9985,NA,1,1,0.997,0.9975,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.2976923076923077,Same -- Positive,1,0.2976923076923077,Same -- Positive,0.297692307692308/0/0/0,0.297692307692308/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31818185,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.2976923076923077,Same -- Positive,3,0.2976923076923077,Same -- Positive,0.297692307692308/0.297692307692308/0/0,0.297692307692308/0.297692307692308/0.297692307692308/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3184857,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.2976923076923077,Same -- Positive,4,0.2976923076923077,Same -- Positive,0.297692307692308/0.297692307692308/0.297692307692308/0.297692307692308,0.297692307692308/0.297692307692308/0.297692307692308/0.297692307692308,1000/1000/1000/1000/1000,8/7/6/5/8,0.318945225,0
0.999,0.999,0.9995,0.9995,0.9995,0.9995,0.9995,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.30641025641025643,Same -- Positive,1,0.30641025641025643,Same -- Positive,0.306410256410256/0/0/0,0.306410256410256/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318303,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.30641025641025643,Same -- Positive,3,0.30641025641025643,Same -- Positive,0.306410256410256/0.306410256410256/0/0,0.306410256410256/0.306410256410256/0.306410256410256/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318696575,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.30641025641025643,Same -- Positive,4,0.30641025641025643,Same -- Positive,0.306410256410256/0.306410256410256/0.306410256410256/0.306410256410256,0.306410256410256/0.306410256410256/0.306410256410256/0.306410256410256,1000/1000/1000/1000/1000,8/7/6/5/8,0.318850725,0
0.9995,1,0.9995,1,0.9985,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.3151282051282051,Same -- Positive,1,0.3151282051282051,Same -- Positive,0.315128205128205/0/0/0,0.315128205128205/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31825585,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.3151282051282051,Same -- Positive,3,0.3151282051282051,Same -- Positive,0.315128205128205/0.315128205128205/0/0,0.315128205128205/0.315128205128205/0.315128205128205/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318522775,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.3151282051282051,Same -- Positive,4,0.3151282051282051,Same -- Positive,0.315128205128205/0.315128205128205/0.315128205128205/0.315128205128205,0.315128205128205/0.315128205128205/0.315128205128205/0.315128205128205,1000/1000/1000/1000/1000,8/7/6/5/8,0.3189945,0
0.9995,1,0.9995,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.32384615384615384,Same -- Positive,1,0.32384615384615384,Same -- Positive,0.323846153846154/0/0/0,0.323846153846154/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318325025,0
0.1085,0.0855,0.1085,0.095,0.0875,0.095,0.0915,NA,0.13,0.128,0.0835,0.086,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.03615384615384615,Same -- Positive,3,0.03615384615384615,Same -- Positive,0.0361538461538462/0.0361538461538462/0/0,0.0361538461538462/0.0361538461538462/0.0361538461538462/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318067125,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.32384615384615384,Same -- Positive,3,0.32384615384615384,Same -- Positive,0.323846153846154/0.323846153846154/0/0,0.323846153846154/0.323846153846154/0.323846153846154/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318875425,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.32384615384615384,Same -- Positive,4,0.32384615384615384,Same -- Positive,0.323846153846154/0.323846153846154/0.323846153846154/0.323846153846154,0.323846153846154/0.323846153846154/0.323846153846154/0.323846153846154,1000/1000/1000/1000/1000,8/7/6/5/8,0.3187774,0
0.9995,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.33256410256410257,Same -- Positive,1,0.33256410256410257,Same -- Positive,0.332564102564103/0/0/0,0.332564102564103/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31809265,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.33256410256410257,Same -- Positive,3,0.33256410256410257,Same -- Positive,0.332564102564103/0.332564102564103/0/0,0.332564102564103/0.332564102564103/0.332564102564103/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31874815,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.33256410256410257,Same -- Positive,4,0.33256410256410257,Same -- Positive,0.332564102564103/0.332564102564103/0.332564102564103/0.332564102564103,0.332564102564103/0.332564102564103/0.332564102564103/0.332564102564103,1000/1000/1000/1000/1000,8/7/6/5/8,0.3190451,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.34128205128205125,Same -- Positive,1,0.34128205128205125,Same -- Positive,0.341282051282051/0/0/0,0.341282051282051/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318340975,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.34128205128205125,Same -- Positive,3,0.34128205128205125,Same -- Positive,0.341282051282051/0.341282051282051/0/0,0.341282051282051/0.341282051282051/0.341282051282051/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31888005,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.34128205128205125,Same -- Positive,4,0.34128205128205125,Same -- Positive,0.341282051282051/0.341282051282051/0.341282051282051/0.341282051282051,0.341282051282051/0.341282051282051/0.341282051282051/0.341282051282051,1000/1000/1000/1000/1000,8/7/6/5/8,0.31896785,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.35,Same -- Positive,1,0.35,Same -- Positive,0.35/0/0/0,0.35/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182369,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.35,Same -- Positive,3,0.35,Same -- Positive,0.35/0.35/0/0,0.35/0.35/0.35/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31871165,0
0.1455,0.129,0.1475,0.1495,0.1385,0.1495,0.139,NA,0.1455,0.1455,0.121,0.1225,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.03615384615384615,Same -- Positive,4,0.03615384615384615,Same -- Positive,0.0361538461538462/0.0361538461538462/0.0361538461538462/0.0361538461538462,0.0361538461538462/0.0361538461538462/0.0361538461538462/0.0361538461538462,1000/1000/1000/1000/1000,8/7/6/5/8,0.31818045,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.35,Same -- Positive,4,0.35,Same -- Positive,0.35/0.35/0.35/0.35,0.35/0.35/0.35/0.35,1000/1000/1000/1000/1000,8/7/6/5/8,0.3189359,0
0.0835,0.0805,0.0865,0.0845,0.0815,0.0875,0.0845,NA,0.1385,0.139,0.08,0.0795,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.04487179487179487,Same -- Positive,1,0.04487179487179487,Same -- Positive,0.0448717948717949/0/0/0,0.0448717948717949/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31798795,0
0.1475,0.1235,0.1535,0.14,0.131,0.142,0.1315,NA,0.1885,0.186,0.1165,0.117,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.04487179487179487,Same -- Positive,3,0.04487179487179487,Same -- Positive,0.0448717948717949/0.0448717948717949/0/0,0.0448717948717949/0.0448717948717949/0.0448717948717949/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31804905,0
0.2115,0.166,0.208,0.193,0.176,0.197,0.178,NA,0.2115,0.2115,0.1555,0.1575,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.04487179487179487,Same -- Positive,4,0.04487179487179487,Same -- Positive,0.0448717948717949/0.0448717948717949/0.0448717948717949/0.0448717948717949,0.0448717948717949/0.0448717948717949/0.0448717948717949/0.0448717948717949,1000/1000/1000/1000/1000,8/7/6/5/8,0.318036675,0
0.107,0.098,0.1085,0.106,0.1005,0.106,0.096,NA,0.165,0.163,0.093,0.0925,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.05358974358974359,Same -- Positive,1,0.05358974358974359,Same -- Positive,0.0535897435897436/0/0/0,0.0535897435897436/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318133775,0
0.186,0.1565,0.1835,0.1685,0.1585,0.175,0.16,NA,0.234,0.232,0.1465,0.149,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.05358974358974359,Same -- Positive,3,0.05358974358974359,Same -- Positive,0.0535897435897436/0.0535897435897436/0/0,0.0535897435897436/0.0535897435897436/0.0535897435897436/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318060475,0
0.3165,0.248,0.305,0.278,0.2535,0.2815,0.2565,NA,0.3165,0.3165,0.219,0.218,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.05358974358974359,Same -- Positive,4,0.05358974358974359,Same -- Positive,0.0535897435897436/0.0535897435897436/0.0535897435897436/0.0535897435897436,0.0535897435897436/0.0535897435897436/0.0535897435897436/0.0535897435897436,1000/1000/1000/1000/1000,8/7/6/5/8,0.318266975,0
0.1225,0.1315,0.138,0.1395,0.1345,0.1385,0.136,NA,0.2205,0.221,0.123,0.1245,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.06230769230769231,Same -- Positive,1,0.06230769230769231,Same -- Positive,0.0623076923076923/0/0/0,0.0623076923076923/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181238,0
0.055,0.05,0.0535,0.0475,0.051,0.0485,0.0505,NA,0.0485,0.0475,0.0485,0.048,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.01,Same -- Positive,3,0.01,Same -- Positive,0.01/0.01/0/0,0.01/0.01/0.01/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31795135,0
0.2605,0.2035,0.249,0.236,0.205,0.241,0.2165,NA,0.3315,0.332,0.1825,0.1875,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.06230769230769231,Same -- Positive,3,0.06230769230769231,Same -- Positive,0.0623076923076923/0.0623076923076923/0/0,0.0623076923076923/0.0623076923076923/0.0623076923076923/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318032625,0
0.4195,0.293,0.389,0.344,0.3065,0.3465,0.307,NA,0.4195,0.4195,0.2525,0.2585,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.06230769230769231,Same -- Positive,4,0.06230769230769231,Same -- Positive,0.0623076923076923/0.0623076923076923/0.0623076923076923/0.0623076923076923,0.0623076923076923/0.0623076923076923/0.0623076923076923/0.0623076923076923,1000/1000/1000/1000/1000,8/7/6/5/8,0.318071925,0
0.139,0.126,0.1475,0.1405,0.1325,0.138,0.132,NA,0.254,0.249,0.126,0.1265,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.07102564102564102,Same -- Positive,1,0.07102564102564102,Same -- Positive,0.071025641025641/0/0/0,0.071025641025641/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31807035,0
0.348,0.284,0.342,0.322,0.297,0.323,0.2975,NA,0.4475,0.447,0.245,0.2525,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.07102564102564102,Same -- Positive,3,0.07102564102564102,Same -- Positive,0.071025641025641/0.071025641025641/0/0,0.071025641025641/0.071025641025641/0.071025641025641/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31813665,0
0.5555,0.4055,0.518,0.4625,0.405,0.467,0.414,NA,0.5555,0.5555,0.3435,0.344,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.07102564102564102,Same -- Positive,4,0.07102564102564102,Same -- Positive,0.071025641025641/0.071025641025641/0.071025641025641/0.071025641025641,0.071025641025641/0.071025641025641/0.071025641025641/0.071025641025641,1000/1000/1000/1000/1000,8/7/6/5/8,0.318063625,0
0.1725,0.158,0.175,0.1705,0.165,0.1685,0.1625,NA,0.3175,0.3145,0.152,0.1495,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.07974358974358974,Same -- Positive,1,0.07974358974358974,Same -- Positive,0.0797435897435897/0/0/0,0.0797435897435897/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318051875,0
0.434,0.338,0.419,0.3805,0.3465,0.386,0.3485,NA,0.5235,0.5205,0.3015,0.3095,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.07974358974358974,Same -- Positive,3,0.07974358974358974,Same -- Positive,0.0797435897435897/0.0797435897435897/0/0,0.0797435897435897/0.0797435897435897/0.0797435897435897/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318198125,0
0.6915,0.5105,0.6595,0.5935,0.5285,0.601,0.5325,NA,0.6915,0.6915,0.4415,0.4425,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.07974358974358974,Same -- Positive,4,0.07974358974358974,Same -- Positive,0.0797435897435897/0.0797435897435897/0.0797435897435897/0.0797435897435897,0.0797435897435897/0.0797435897435897/0.0797435897435897/0.0797435897435897,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181583,0
0.2125,0.1985,0.2225,0.2125,0.205,0.214,0.203,NA,0.3885,0.3895,0.1955,0.1935,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.08846153846153845,Same -- Positive,1,0.08846153846153845,Same -- Positive,0.0884615384615385/0/0/0,0.0884615384615385/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317863975,0
0.5345,0.407,0.5035,0.4725,0.425,0.4765,0.4275,NA,0.622,0.619,0.3735,0.3785,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.08846153846153845,Same -- Positive,3,0.08846153846153845,Same -- Positive,0.0884615384615385/0.0884615384615385/0/0,0.0884615384615385/0.0884615384615385/0.0884615384615385/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3180296,0
0.049,0.0465,0.053,0.047,0.0505,0.0475,0.0485,NA,0.049,0.049,0.0455,0.046,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.01,Same -- Positive,4,0.01,Same -- Positive,0.01/0.01/0.01/0.01,0.01/0.01/0.01/0.01,1000/1000/1000/1000/1000,8/7/6/5/8,0.317794625,0
0.7835,0.609,0.757,0.6975,0.625,0.7045,0.6285,NA,0.7835,0.7835,0.522,0.524,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.08846153846153845,Same -- Positive,4,0.08846153846153845,Same -- Positive,0.0884615384615385/0.0884615384615385/0.0884615384615385/0.0884615384615385,0.0884615384615385/0.0884615384615385/0.0884615384615385/0.0884615384615385,1000/1000/1000/1000/1000,8/7/6/5/8,0.31813225,0
0.273,0.257,0.2845,0.281,0.2635,0.2795,0.262,NA,0.459,0.4555,0.2495,0.2515,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.09717948717948716,Same -- Positive,1,0.09717948717948716,Same -- Positive,0.0971794871794872/0/0/0,0.0971794871794872/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31807845,0
0.6365,0.4925,0.6045,0.5615,0.5135,0.5645,0.519,NA,0.7215,0.7225,0.444,0.4485,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.09717948717948716,Same -- Positive,3,0.09717948717948716,Same -- Positive,0.0971794871794872/0.0971794871794872/0/0,0.0971794871794872/0.0971794871794872/0.0971794871794872/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318137325,0
0.873,0.699,0.8415,0.7935,0.717,0.7955,0.721,NA,0.873,0.873,0.6025,0.603,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.09717948717948716,Same -- Positive,4,0.09717948717948716,Same -- Positive,0.0971794871794872/0.0971794871794872/0.0971794871794872/0.0971794871794872,0.0971794871794872/0.0971794871794872/0.0971794871794872/0.0971794871794872,1000/1000/1000/1000/1000,8/7/6/5/8,0.31809075,0
0.304,0.2955,0.3165,0.303,0.3015,0.3055,0.305,NA,0.5335,0.5305,0.2825,0.2845,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.10589743589743587,Same -- Positive,1,0.10589743589743587,Same -- Positive,0.105897435897436/0/0/0,0.105897435897436/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317961325,0
0.7505,0.6185,0.727,0.6865,0.6225,0.6865,0.6215,NA,0.823,0.8185,0.5455,0.5475,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.10589743589743587,Same -- Positive,3,0.10589743589743587,Same -- Positive,0.105897435897436/0.105897435897436/0/0,0.105897435897436/0.105897435897436/0.105897435897436/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31806145,0
0.9345,0.804,0.919,0.876,0.817,0.8785,0.8175,NA,0.9345,0.9345,0.6925,0.701,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.10589743589743587,Same -- Positive,4,0.10589743589743587,Same -- Positive,0.105897435897436/0.105897435897436/0.105897435897436/0.105897435897436,0.105897435897436/0.105897435897436/0.105897435897436/0.105897435897436,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181313,0
0.3515,0.343,0.3645,0.365,0.358,0.3665,0.3555,NA,0.603,0.6,0.3325,0.3325,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.1146153846153846,Same -- Positive,1,0.1146153846153846,Same -- Positive,0.114615384615385/0/0/0,0.114615384615385/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3179034,0
0.8135,0.676,0.786,0.748,0.695,0.7535,0.6975,NA,0.871,0.8725,0.6125,0.616,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.1146153846153846,Same -- Positive,3,0.1146153846153846,Same -- Positive,0.114615384615385/0.114615384615385/0/0,0.114615384615385/0.114615384615385/0.114615384615385/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31816725,0
0.9635,0.87,0.9515,0.924,0.879,0.926,0.8825,NA,0.9635,0.9635,0.7705,0.774,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.1146153846153846,Same -- Positive,4,0.1146153846153846,Same -- Positive,0.114615384615385/0.114615384615385/0.114615384615385/0.114615384615385,0.114615384615385/0.114615384615385/0.114615384615385/0.114615384615385,1000/1000/1000/1000/1000,8/7/6/5/8,0.3180499,0
0.0675,0.055,0.065,0.06,0.06,0.0605,0.0595,NA,0.067,0.0655,0.0505,0.05,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.01871794871794872,Same -- Positive,1,0.01871794871794872,Same -- Positive,0.0187179487179487/0/0/0,0.0187179487179487/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3179588,0
0.4035,0.391,0.426,0.4185,0.3985,0.4215,0.398,NA,0.665,0.663,0.383,0.3875,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.12333333333333332,Same -- Positive,1,0.12333333333333332,Same -- Positive,0.123333333333333/0/0/0,0.123333333333333/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317942575,0
0.876,0.7595,0.859,0.816,0.7665,0.8185,0.773,NA,0.9165,0.915,0.6895,0.69,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.12333333333333332,Same -- Positive,3,0.12333333333333332,Same -- Positive,0.123333333333333/0.123333333333333/0/0,0.123333333333333/0.123333333333333/0.123333333333333/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3180452,0
0.9835,0.919,0.976,0.959,0.923,0.963,0.926,NA,0.9835,0.9835,0.834,0.8405,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.12333333333333332,Same -- Positive,4,0.12333333333333332,Same -- Positive,0.123333333333333/0.123333333333333/0.123333333333333/0.123333333333333,0.123333333333333/0.123333333333333/0.123333333333333/0.123333333333333,1000/1000/1000/1000/1000,8/7/6/5/8,0.318111775,0
0.487,0.478,0.5155,0.5035,0.4815,0.4995,0.4855,NA,0.7415,0.738,0.4585,0.463,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.13205128205128203,Same -- Positive,1,0.13205128205128203,Same -- Positive,0.132051282051282/0/0/0,0.132051282051282/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318091125,0
