p_score,p_acat,p_snp,p_pheWAS_mega_acat,p_pheWAS_mega_acat_p,p_pheWAS_meta_acat,p_pheWAS_meta_acat_p,p_asset_meta,p_oracle,p_oracle_uncorrelated,p_pheWAS_mega,p_pheWAS_meta,alpha,n_sims,num_sites,total_subjects,max_site,q,q_bin,q_con,intercept_only,flip_y,rm_gender,na_freq,maf,prevalence,num_pca,n_true_con,max_beta_con,direction_con,n_true_bin,max_beta_bin,direction_bin,beta_con,beta_bin,n_k,q_k,empirical_prev,no_case_rate
0.925,0.836,0.913,0.892,0.847,0.8935,0.853,NA,0.9615,0.962,0.7715,0.7745,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.13205128205128203,Same -- Positive,3,0.13205128205128203,Same -- Positive,0.132051282051282/0.132051282051282/0/0,0.132051282051282/0.132051282051282/0.132051282051282/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3180396,0
0.9945,0.9665,0.9925,0.986,0.971,0.9855,0.9735,NA,0.9945,0.9945,0.9085,0.909,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.13205128205128203,Same -- Positive,4,0.13205128205128203,Same -- Positive,0.132051282051282/0.132051282051282/0.132051282051282/0.132051282051282,0.132051282051282/0.132051282051282/0.132051282051282/0.132051282051282,1000/1000/1000/1000/1000,8/7/6/5/8,0.318272375,0
0.537,0.519,0.5585,0.5405,0.53,0.5435,0.5265,NA,0.782,0.7795,0.5075,0.5095,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.14076923076923076,Same -- Positive,1,0.14076923076923076,Same -- Positive,0.140769230769231/0/0/0,0.140769230769231/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317956375,0
0.9515,0.8855,0.941,0.9225,0.8955,0.9255,0.898,NA,0.979,0.9795,0.8385,0.841,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.14076923076923076,Same -- Positive,3,0.14076923076923076,Same -- Positive,0.140769230769231/0.140769230769231/0/0,0.140769230769231/0.140769230769231/0.140769230769231/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182562,0
0.9995,0.9845,0.9985,0.995,0.9865,0.995,0.9865,NA,0.9995,0.9995,0.9415,0.9425,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.14076923076923076,Same -- Positive,4,0.14076923076923076,Same -- Positive,0.140769230769231/0.140769230769231/0.140769230769231/0.140769230769231,0.140769230769231/0.140769230769231/0.140769230769231/0.140769230769231,1000/1000/1000/1000/1000,8/7/6/5/8,0.318232575,0
0.613,0.5875,0.615,0.612,0.5945,0.616,0.596,NA,0.8335,0.8315,0.57,0.5705,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.1494871794871795,Same -- Positive,1,0.1494871794871795,Same -- Positive,0.149487179487179/0/0/0,0.149487179487179/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181397,0
0.0635,0.058,0.065,0.06,0.0595,0.062,0.0625,NA,0.068,0.067,0.0545,0.0555,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.01871794871794872,Same -- Positive,3,0.01871794871794872,Same -- Positive,0.0187179487179487/0.0187179487179487/0/0,0.0187179487179487/0.0187179487179487/0.0187179487179487/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317909075,0
0.971,0.9165,0.9635,0.95,0.928,0.954,0.928,NA,0.984,0.985,0.866,0.8695,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.1494871794871795,Same -- Positive,3,0.1494871794871795,Same -- Positive,0.149487179487179/0.149487179487179/0/0,0.149487179487179/0.149487179487179/0.149487179487179/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182493,0
0.9985,0.985,0.998,0.997,0.9895,0.9965,0.99,NA,0.9985,0.9985,0.958,0.959,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.1494871794871795,Same -- Positive,4,0.1494871794871795,Same -- Positive,0.149487179487179/0.149487179487179/0.149487179487179/0.149487179487179,0.149487179487179/0.149487179487179/0.149487179487179/0.149487179487179,1000/1000/1000/1000/1000,8/7/6/5/8,0.31819075,0
0.677,0.649,0.6915,0.6865,0.663,0.685,0.659,NA,0.8735,0.875,0.639,0.644,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.15820512820512822,Same -- Positive,1,0.15820512820512822,Same -- Positive,0.158205128205128/0/0/0,0.158205128205128/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318004525,0
0.9845,0.951,0.983,0.977,0.9575,0.978,0.9605,NA,0.994,0.994,0.9175,0.9175,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.15820512820512822,Same -- Positive,3,0.15820512820512822,Same -- Positive,0.158205128205128/0.158205128205128/0/0,0.158205128205128/0.158205128205128/0.158205128205128/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318324925,0
1,0.9955,1,0.9995,0.9965,0.9995,0.9955,NA,1,1,0.9855,0.986,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.15820512820512822,Same -- Positive,4,0.15820512820512822,Same -- Positive,0.158205128205128/0.158205128205128/0.158205128205128/0.158205128205128,0.158205128205128/0.158205128205128/0.158205128205128/0.158205128205128,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181788,0
0.7165,0.708,0.732,0.7315,0.7185,0.7315,0.724,NA,0.905,0.9035,0.692,0.6955,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.16692307692307692,Same -- Positive,1,0.16692307692307692,Same -- Positive,0.166923076923077/0/0/0,0.166923076923077/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317942825,0
0.99,0.9675,0.9885,0.9835,0.971,0.984,0.972,NA,0.997,0.9965,0.9395,0.9425,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.16692307692307692,Same -- Positive,3,0.16692307692307692,Same -- Positive,0.166923076923077/0.166923076923077/0/0,0.166923076923077/0.166923076923077/0.166923076923077/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182618,0
1,0.999,1,1,1,1,1,NA,1,1,0.9925,0.9925,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.16692307692307692,Same -- Positive,4,0.16692307692307692,Same -- Positive,0.166923076923077/0.166923076923077/0.166923076923077/0.166923076923077,0.166923076923077/0.166923076923077/0.166923076923077/0.166923076923077,1000/1000/1000/1000/1000,8/7/6/5/8,0.318162625,0
0.785,0.7645,0.795,0.7895,0.771,0.7915,0.774,NA,0.918,0.9185,0.7485,0.751,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.17564102564102563,Same -- Positive,1,0.17564102564102563,Same -- Positive,0.175641025641026/0/0/0,0.175641025641026/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3179842,0
0.997,0.984,0.997,0.995,0.986,0.995,0.988,NA,1,1,0.9655,0.9665,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.17564102564102563,Same -- Positive,3,0.17564102564102563,Same -- Positive,0.175641025641026/0.175641025641026/0/0,0.175641025641026/0.175641025641026/0.175641025641026/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31819285,0
0.074,0.063,0.0695,0.0695,0.0665,0.0685,0.0665,NA,0.074,0.074,0.062,0.063,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.01871794871794872,Same -- Positive,4,0.01871794871794872,Same -- Positive,0.0187179487179487/0.0187179487179487/0.0187179487179487/0.0187179487179487,0.0187179487179487/0.0187179487179487/0.0187179487179487/0.0187179487179487,1000/1000/1000/1000/1000,8/7/6/5/8,0.318027875,0
1,0.999,1,1,0.9995,1,1,NA,1,1,0.994,0.9935,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.17564102564102563,Same -- Positive,4,0.17564102564102563,Same -- Positive,0.175641025641026/0.175641025641026/0.175641025641026/0.175641025641026,0.175641025641026/0.175641025641026/0.175641025641026/0.175641025641026,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182142,0
0.8095,0.798,0.8295,0.8195,0.8055,0.8175,0.8075,NA,0.952,0.9515,0.791,0.791,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.18435897435897436,Same -- Positive,1,0.18435897435897436,Same -- Positive,0.184358974358974/0/0/0,0.184358974358974/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3179639,0
0.9995,0.993,0.998,0.9965,0.9945,0.997,0.994,NA,0.999,0.9995,0.982,0.983,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.18435897435897436,Same -- Positive,3,0.18435897435897436,Same -- Positive,0.184358974358974/0.184358974358974/0/0,0.184358974358974/0.184358974358974/0.184358974358974/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31838845,0
1,1,1,1,1,1,1,NA,1,1,0.998,0.998,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.18435897435897436,Same -- Positive,4,0.18435897435897436,Same -- Positive,0.184358974358974/0.184358974358974/0.184358974358974/0.184358974358974,0.184358974358974/0.184358974358974/0.184358974358974/0.184358974358974,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182076,0
0.8595,0.8445,0.8685,0.865,0.8525,0.8635,0.8535,NA,0.964,0.9635,0.8325,0.833,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.1930769230769231,Same -- Positive,1,0.1930769230769231,Same -- Positive,0.193076923076923/0/0/0,0.193076923076923/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31809435,0
1,0.9975,0.9995,0.999,0.998,0.999,0.9975,NA,1,1,0.989,0.9895,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.1930769230769231,Same -- Positive,3,0.1930769230769231,Same -- Positive,0.193076923076923/0.193076923076923/0/0,0.193076923076923/0.193076923076923/0.193076923076923/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31826985,0
1,1,1,1,1,1,1,NA,1,1,0.9995,0.9995,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.1930769230769231,Same -- Positive,4,0.1930769230769231,Same -- Positive,0.193076923076923/0.193076923076923/0.193076923076923/0.193076923076923,0.193076923076923/0.193076923076923/0.193076923076923/0.193076923076923,1000/1000/1000/1000/1000,8/7/6/5/8,0.318252775,0
0.892,0.891,0.908,0.904,0.896,0.9055,0.8965,NA,0.976,0.976,0.8815,0.882,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.2017948717948718,Same -- Positive,1,0.2017948717948718,Same -- Positive,0.201794871794872/0/0/0,0.201794871794872/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31820445,0
1,0.9995,1,1,0.999,1,0.999,NA,1,1,0.9975,0.9975,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.2017948717948718,Same -- Positive,3,0.2017948717948718,Same -- Positive,0.201794871794872/0.201794871794872/0/0,0.201794871794872/0.201794871794872/0.201794871794872/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318364125,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.2017948717948718,Same -- Positive,4,0.2017948717948718,Same -- Positive,0.201794871794872/0.201794871794872/0.201794871794872/0.201794871794872,0.201794871794872/0.201794871794872/0.201794871794872/0.201794871794872,1000/1000/1000/1000/1000,8/7/6/5/8,0.318489575,0
0.07,0.0665,0.07,0.066,0.0675,0.065,0.066,NA,0.08,0.0785,0.0645,0.0645,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.02743589743589743,Same -- Positive,1,0.02743589743589743,Same -- Positive,0.0274358974358974/0/0/0,0.0274358974358974/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317913625,0
0.9225,0.9195,0.929,0.9265,0.9225,0.9295,0.925,NA,0.9835,0.983,0.91,0.91,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.2105128205128205,Same -- Positive,1,0.2105128205128205,Same -- Positive,0.21051282051282/0/0/0,0.21051282051282/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31804165,0
1,0.9995,1,1,0.9995,1,0.999,NA,1,1,0.9975,0.9975,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.2105128205128205,Same -- Positive,3,0.2105128205128205,Same -- Positive,0.21051282051282/0.21051282051282/0/0,0.21051282051282/0.21051282051282/0.21051282051282/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318425775,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.2105128205128205,Same -- Positive,4,0.2105128205128205,Same -- Positive,0.21051282051282/0.21051282051282/0.21051282051282/0.21051282051282,0.21051282051282/0.21051282051282/0.21051282051282/0.21051282051282,1000/1000/1000/1000/1000,8/7/6/5/8,0.318384725,0
0.9345,0.9305,0.937,0.936,0.934,0.9355,0.9325,NA,0.992,0.992,0.9215,0.921,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.21923076923076923,Same -- Positive,1,0.21923076923076923,Same -- Positive,0.219230769230769/0/0/0,0.219230769230769/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31806775,0
1,0.9995,1,1,1,1,1,NA,1,1,0.999,0.999,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.21923076923076923,Same -- Positive,3,0.21923076923076923,Same -- Positive,0.219230769230769/0.219230769230769/0/0,0.219230769230769/0.219230769230769/0.219230769230769/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31831585,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.21923076923076923,Same -- Positive,4,0.21923076923076923,Same -- Positive,0.219230769230769/0.219230769230769/0.219230769230769/0.219230769230769,0.219230769230769/0.219230769230769/0.219230769230769/0.219230769230769,1000/1000/1000/1000/1000,8/7/6/5/8,0.318450025,0
0.9595,0.9605,0.968,0.966,0.964,0.9665,0.9605,NA,0.9945,0.9945,0.9585,0.9595,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.22794871794871796,Same -- Positive,1,0.22794871794871796,Same -- Positive,0.227948717948718/0/0/0,0.227948717948718/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318153475,0
1,0.9995,1,1,1,1,1,NA,1,1,0.9995,0.9995,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.22794871794871796,Same -- Positive,3,0.22794871794871796,Same -- Positive,0.227948717948718/0.227948717948718/0/0,0.227948717948718/0.227948717948718/0.227948717948718/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3184752,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.22794871794871796,Same -- Positive,4,0.22794871794871796,Same -- Positive,0.227948717948718/0.227948717948718/0.227948717948718/0.227948717948718,0.227948717948718/0.227948717948718/0.227948717948718/0.227948717948718,1000/1000/1000/1000/1000,8/7/6/5/8,0.318491475,0
0.974,0.969,0.9795,0.974,0.969,0.976,0.9705,NA,0.997,0.9965,0.963,0.9625,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.23666666666666664,Same -- Positive,1,0.23666666666666664,Same -- Positive,0.236666666666667/0/0/0,0.236666666666667/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318260775,0
0.071,0.067,0.072,0.0765,0.0705,0.0755,0.07,NA,0.0805,0.081,0.0665,0.066,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.02743589743589743,Same -- Positive,3,0.02743589743589743,Same -- Positive,0.0274358974358974/0.0274358974358974/0/0,0.0274358974358974/0.0274358974358974/0.0274358974358974/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182197,0
1,0.9995,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.23666666666666664,Same -- Positive,3,0.23666666666666664,Same -- Positive,0.236666666666667/0.236666666666667/0/0,0.236666666666667/0.236666666666667/0.236666666666667/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3183563,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.23666666666666664,Same -- Positive,4,0.23666666666666664,Same -- Positive,0.236666666666667/0.236666666666667/0.236666666666667/0.236666666666667,0.236666666666667/0.236666666666667/0.236666666666667/0.236666666666667,1000/1000/1000/1000/1000,8/7/6/5/8,0.318575625,0
0.981,0.979,0.9835,0.982,0.979,0.981,0.981,NA,0.996,0.9965,0.977,0.977,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.24538461538461537,Same -- Positive,1,0.24538461538461537,Same -- Positive,0.245384615384615/0/0/0,0.245384615384615/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318231425,0
1,1,1,1,1,1,1,NA,1,1,1,0.9995,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.24538461538461537,Same -- Positive,3,0.24538461538461537,Same -- Positive,0.245384615384615/0.245384615384615/0/0,0.245384615384615/0.245384615384615/0.245384615384615/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3185205,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.24538461538461537,Same -- Positive,4,0.24538461538461537,Same -- Positive,0.245384615384615/0.245384615384615/0.245384615384615/0.245384615384615,0.245384615384615/0.245384615384615/0.245384615384615/0.245384615384615,1000/1000/1000/1000/1000,8/7/6/5/8,0.318518275,0
0.987,0.9875,0.989,0.989,0.9855,0.9895,0.987,NA,0.9975,0.9975,0.985,0.9845,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.2541025641025641,Same -- Positive,1,0.2541025641025641,Same -- Positive,0.254102564102564/0/0/0,0.254102564102564/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318108725,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.2541025641025641,Same -- Positive,3,0.2541025641025641,Same -- Positive,0.254102564102564/0.254102564102564/0/0,0.254102564102564/0.254102564102564/0.254102564102564/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31844145,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.2541025641025641,Same -- Positive,4,0.2541025641025641,Same -- Positive,0.254102564102564/0.254102564102564/0.254102564102564/0.254102564102564,0.254102564102564/0.254102564102564/0.254102564102564/0.254102564102564,1000/1000/1000/1000/1000,8/7/6/5/8,0.318501925,0
0.989,0.9905,0.9915,0.992,0.9915,0.99,0.9895,NA,0.999,0.999,0.988,0.988,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.26282051282051283,Same -- Positive,1,0.26282051282051283,Same -- Positive,0.262820512820513/0/0/0,0.262820512820513/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317949825,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.26282051282051283,Same -- Positive,3,0.26282051282051283,Same -- Positive,0.262820512820513/0.262820512820513/0/0,0.262820512820513/0.262820512820513/0.262820512820513/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3183634,0
0.1055,0.094,0.105,0.1015,0.094,0.1025,0.0965,NA,0.1055,0.1055,0.088,0.0885,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.02743589743589743,Same -- Positive,4,0.02743589743589743,Same -- Positive,0.0274358974358974/0.0274358974358974/0.0274358974358974/0.0274358974358974,0.0274358974358974/0.0274358974358974/0.0274358974358974/0.0274358974358974,1000/1000/1000/1000/1000,8/7/6/5/8,0.31816595,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.26282051282051283,Same -- Positive,4,0.26282051282051283,Same -- Positive,0.262820512820513/0.262820512820513/0.262820512820513/0.262820512820513,0.262820512820513/0.262820512820513/0.262820512820513/0.262820512820513,1000/1000/1000/1000/1000,8/7/6/5/8,0.31858655,0
0.993,0.9915,0.9935,0.9945,0.9935,0.994,0.992,NA,0.999,0.999,0.9905,0.9905,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.2715384615384615,Same -- Positive,1,0.2715384615384615,Same -- Positive,0.271538461538462/0/0/0,0.271538461538462/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318307625,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.2715384615384615,Same -- Positive,3,0.2715384615384615,Same -- Positive,0.271538461538462/0.271538461538462/0/0,0.271538461538462/0.271538461538462/0.271538461538462/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31848205,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.2715384615384615,Same -- Positive,4,0.2715384615384615,Same -- Positive,0.271538461538462/0.271538461538462/0.271538461538462/0.271538461538462,0.271538461538462/0.271538461538462/0.271538461538462/0.271538461538462,1000/1000/1000/1000/1000,8/7/6/5/8,0.318643325,0
0.9985,0.998,0.999,0.998,0.998,0.9975,0.9975,NA,1,1,0.9975,0.9975,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.28025641025641024,Same -- Positive,1,0.28025641025641024,Same -- Positive,0.28025641025641/0/0/0,0.28025641025641/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318204375,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.28025641025641024,Same -- Positive,3,0.28025641025641024,Same -- Positive,0.28025641025641/0.28025641025641/0/0,0.28025641025641/0.28025641025641/0.28025641025641/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318699775,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.28025641025641024,Same -- Positive,4,0.28025641025641024,Same -- Positive,0.28025641025641/0.28025641025641/0.28025641025641/0.28025641025641,0.28025641025641/0.28025641025641/0.28025641025641/0.28025641025641,1000/1000/1000/1000/1000,8/7/6/5/8,0.318649875,0
0.998,0.9985,0.999,0.999,0.9985,0.999,0.9985,NA,1,1,0.9965,0.9965,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.28897435897435897,Same -- Positive,1,0.28897435897435897,Same -- Positive,0.288974358974359/0/0/0,0.288974358974359/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31818375,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.28897435897435897,Same -- Positive,3,0.28897435897435897,Same -- Positive,0.288974358974359/0.288974358974359/0/0,0.288974358974359/0.288974358974359/0.288974358974359/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318720075,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.28897435897435897,Same -- Positive,4,0.28897435897435897,Same -- Positive,0.288974358974359/0.288974358974359/0.288974358974359/0.288974358974359,0.288974358974359/0.288974358974359/0.288974358974359/0.288974358974359,1000/1000/1000/1000/1000,8/7/6/5/8,0.31880405,0
